sample_ind,sample
1,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6343031161812778, lastActions=None, length=1.0, position=(-105.66303856969547, 3.1392194647055955), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.5, -53.45021769413672), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5205003104111545, lastActions=None, length=1.0, position=(-104.57707205075594, -4.505065406440755), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
31,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.617299375246132, lastActions=None, length=1.0, position=(-105.04747789843509, 6.4862336472094535), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.5, -45.24155779802618), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6472911241730843, lastActions=None, length=1.0, position=(-105.88430865732181, -6.5590735644926035), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
32,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.619843108047794, lastActions=None, length=1.0, position=(-105.5536594973807, 6.2078271684061805), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.5, -31.79221254609455), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.642322697931616, lastActions=None, length=1.0, position=(-104.54863754428415, -4.769502112925597), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
33,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5755963439620517, lastActions=None, length=1.0, position=(-104.03795724161378, 5.208302805844978), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.5, -49.255167058935605), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5181871755389915, lastActions=None, length=1.0, position=(-105.97483008487838, -5.726279722149832), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
34,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.570787611314003, lastActions=None, length=1.0, position=(-104.30337756608972, 5.928675666300468), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.5, -54.703164600121085), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5640582289783695, lastActions=None, length=1.0, position=(-104.19153415109209, -5.960784430202478), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
35,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5331034060464193, lastActions=None, length=1.0, position=(-105.72937140141252, 3.827773711294959), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.5, -36.36421402972618), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.559797565086741, lastActions=None, length=1.0, position=(-104.31844436755809, -6.644704451681813), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
36,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5559153824469307, lastActions=None, length=1.0, position=(-104.72784260684611, 2.787650060319838), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-99.5, -56.731388455207345), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6276217963582287, lastActions=None, length=1.0, position=(-105.27882631835018, -4.496685351565206), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
37,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5314987500374702, lastActions=None, length=1.0, position=(-105.94563359391718, 5.154965303850773), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.5, -49.06150653444472), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5512758753166829, lastActions=None, length=1.0, position=(-105.51828554939783, -6.446037856365027), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
38,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.61741606856498, lastActions=None, length=1.0, position=(-105.13123662013949, 5.843311703153438), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.5, -56.836601224271334), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6277915581386733, lastActions=None, length=1.0, position=(-104.27995771591345, -3.79228349725184), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
39,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5156095684303066, lastActions=None, length=1.0, position=(-104.54086610337559, 5.579406687769911), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.5, -46.71766895149429), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.538643319584573, lastActions=None, length=1.0, position=(-104.64494364530967, -5.941305115903209), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
40,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.5543067168078681, lastActions=None, length=1.0, position=(-104.98521126383807, 5.911182465384885), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.5, -42.0443937767397), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6097252971201947, lastActions=None, length=1.0, position=(-104.8992546255531, -5.980042600719097), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
41,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6063575152494056, lastActions=None, length=1.0, position=(-105.01655683421893, 3.679772676702396), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, -0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='0W', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(-110.5, -49.858324952999496), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Wall', velocity=(0.0, 0.0), webotsName='WALL', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-1.6293720837517174, lastActions=None, length=1.0, position=(-104.50109000459385, -7.253038506648309), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, -0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
